Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
30-Dec-2022,EQ,30.8,31.45,30.4,29.8,30.7,30.6,30.87,36.25,15.0,"3,21,66,015","99,29,84,452.80","29,369"
29-Dec-2022,EQ,29.8,30.5,29.5,30.0,29.95,29.8,29.97,36.25,15.0,"3,62,08,756","1,08,52,63,186.45","32,702"
28-Dec-2022,EQ,31.25,31.6,29.55,31.2,29.95,30.0,30.74,36.25,15.0,"6,96,08,835","2,13,99,33,691.95","58,701"
27-Dec-2022,EQ,30.45,31.55,29.5,29.4,31.4,31.2,30.59,36.25,15.0,"8,30,86,560","2,54,15,70,900.85","76,120"
26-Dec-2022,EQ,26.1,30.0,25.5,26.1,30.0,29.4,28.2,36.25,15.0,"12,69,51,806","3,57,95,42,908.90","87,532"
23-Dec-2022,EQ,28.4,28.65,25.35,28.85,26.55,26.1,26.84,36.25,15.0,"8,85,46,213","2,37,61,98,529.65","64,859"
22-Dec-2022,EQ,31.4,31.85,28.5,29.95,29.1,28.85,29.48,36.25,15.0,"9,17,82,979","2,70,59,41,135.95","75,791"
21-Dec-2022,EQ,33.2,34.4,29.15,32.9,30.25,29.95,32.5,36.25,15.0,"12,25,67,137","3,98,38,82,136.90","1,01,440"
20-Dec-2022,EQ,33.85,34.0,32.15,33.7,32.75,32.9,32.88,36.25,15.0,"5,04,40,716","1,65,84,08,047.95","45,707"
19-Dec-2022,EQ,32.8,34.25,32.4,32.35,33.9,33.7,33.41,36.25,15.0,"8,40,07,974","2,80,63,51,230.90","78,221"
16-Dec-2022,EQ,34.15,35.15,32.05,34.35,32.5,32.35,33.47,36.25,15.0,"9,91,24,045","3,31,79,59,662.10","94,850"
15-Dec-2022,EQ,34.1,36.25,33.6,34.1,34.15,34.35,35.09,36.25,15.0,"15,25,86,124","5,35,45,48,872.10","1,44,471"
14-Dec-2022,EQ,33.05,36.2,32.5,32.65,33.95,34.1,34.55,36.2,15.0,"25,25,68,209","8,72,56,08,631.55","2,28,159"
13-Dec-2022,EQ,29.9,33.6,29.55,29.55,32.6,32.65,31.8,33.6,15.0,"16,24,52,666","5,16,56,64,477.80","1,27,193"
12-Dec-2022,EQ,28.6,29.8,27.9,28.65,29.8,29.55,29.01,31.4,15.0,"3,58,07,886","1,03,86,16,571.50","35,732"
09-Dec-2022,EQ,30.5,31.4,27.2,30.05,28.6,28.65,29.66,31.4,15.0,"8,21,66,735","2,43,71,29,715.05","72,198"
08-Dec-2022,EQ,29.2,30.45,28.65,28.85,30.2,30.05,29.62,30.45,15.0,"6,05,26,042","1,79,30,81,632.20","46,883"
07-Dec-2022,EQ,28.45,29.6,28.35,28.45,28.9,28.85,28.98,30.05,15.0,"5,00,63,640","1,45,09,96,377.95","40,021"
06-Dec-2022,EQ,27.65,28.95,27.5,27.65,28.4,28.45,28.33,30.05,15.0,"4,52,99,736","1,28,35,37,308.60","38,778"
05-Dec-2022,EQ,27.5,27.85,27.0,27.35,27.8,27.65,27.45,30.05,15.0,"1,52,76,414","41,92,81,375.30","14,835"
02-Dec-2022,EQ,27.45,28.0,27.05,27.1,27.3,27.35,27.48,30.05,15.0,"2,40,37,754","66,04,68,772.80","23,265"
01-Dec-2022,EQ,26.55,27.6,25.8,26.45,27.6,27.1,26.5,30.05,15.0,"2,78,11,928","73,71,00,905.50","24,333"
30-Nov-2022,EQ,26.95,27.45,26.25,26.85,26.5,26.45,26.82,30.05,15.0,"1,58,45,528","42,50,08,171.65","17,570"
29-Nov-2022,EQ,27.5,27.75,26.7,27.3,26.85,26.85,27.1,30.05,15.0,"1,99,00,823","53,92,67,968.25","20,035"
28-Nov-2022,EQ,27.6,28.1,27.0,27.45,27.3,27.3,27.43,30.05,15.0,"2,22,68,756","61,08,29,184.00","23,289"
25-Nov-2022,EQ,27.45,28.25,27.1,27.3,27.5,27.45,27.73,30.05,15.0,"4,11,90,200","1,14,23,88,810.60","38,225"
24-Nov-2022,EQ,27.45,28.25,27.0,27.2,27.25,27.3,27.65,30.05,15.0,"3,07,49,309","85,02,08,725.25","28,667"
23-Nov-2022,EQ,28.2,28.5,27.0,27.85,27.15,27.2,27.66,30.05,15.0,"4,00,32,938","1,10,75,09,454.45","37,687"
22-Nov-2022,EQ,29.2,30.05,27.25,28.8,27.7,27.85,28.53,30.05,15.0,"10,51,00,923","2,99,85,71,260.45","92,311"
21-Nov-2022,EQ,25.35,29.5,25.2,25.1,28.85,28.8,27.79,29.5,15.0,"15,94,53,816","4,43,04,61,592.05","1,27,099"
18-Nov-2022,EQ,23.25,25.65,23.2,23.1,25.25,25.1,25.02,25.65,15.0,"8,69,22,337","2,17,48,13,920.65","75,460"
17-Nov-2022,EQ,22.9,23.3,22.8,22.9,23.1,23.1,23.05,24.7,15.0,"56,38,624","12,99,52,878.65","6,400"
16-Nov-2022,EQ,22.95,23.45,22.75,22.85,22.9,22.9,23.15,24.7,15.0,"97,79,348","22,64,04,979.40","9,987"
15-Nov-2022,EQ,23.2,23.25,22.6,23.1,23.0,22.85,22.88,24.7,15.0,"65,60,313","15,00,79,928.90","7,790"
14-Nov-2022,EQ,23.55,23.7,22.9,23.4,23.2,23.1,23.14,24.7,15.0,"64,72,068","14,97,80,147.05","8,812"
11-Nov-2022,EQ,23.55,23.95,23.15,23.15,23.3,23.4,23.55,24.7,15.0,"1,22,37,384","28,82,42,085.30","13,995"
10-Nov-2022,EQ,24.25,24.4,22.9,24.2,23.2,23.15,23.49,24.7,15.0,"1,83,53,367","43,11,05,543.15","20,351"
09-Nov-2022,EQ,23.6,24.7,23.35,23.3,24.35,24.2,24.17,24.7,15.0,"3,40,82,599","82,36,77,263.40","33,123"
07-Nov-2022,EQ,23.0,23.95,23.0,22.75,23.3,23.3,23.43,23.95,15.0,"2,76,06,247","64,68,96,150.40","29,291"
04-Nov-2022,EQ,21.3,23.15,21.25,21.1,22.6,22.75,22.59,23.15,15.0,"4,69,92,227","1,06,17,58,323.20","45,694"
03-Nov-2022,EQ,20.1,21.2,20.0,20.2,21.15,21.1,20.84,22.2,15.0,"1,26,83,638","26,42,77,846.65","13,991"
02-Nov-2022,EQ,20.3,20.4,20.15,20.2,20.3,20.2,20.27,22.2,15.0,"33,54,960","6,80,15,138.60","4,591"
01-Nov-2022,EQ,20.5,20.75,20.1,20.3,20.2,20.2,20.44,22.2,15.0,"44,85,720","9,16,82,084.30","6,531"
31-Oct-2022,EQ,20.95,21.2,20.25,20.75,20.4,20.3,20.52,22.2,15.0,"58,81,162","12,06,73,931.80","8,725"
28-Oct-2022,EQ,21.0,21.55,20.65,21.0,20.8,20.75,21.05,22.4,15.0,"94,40,488","19,87,20,192.50","10,853"
27-Oct-2022,EQ,21.25,21.4,20.85,20.95,21.0,21.0,21.09,22.4,15.0,"1,01,62,174","21,43,46,457.40","10,497"
25-Oct-2022,EQ,20.05,21.35,19.75,20.25,20.95,20.95,20.7,22.4,15.0,"1,87,73,606","38,85,81,869.15","16,993"
24-Oct-2022,EQ,20.55,20.7,20.15,19.8,20.3,20.25,20.35,22.4,15.0,"46,84,950","9,53,21,030.55","7,808"
21-Oct-2022,EQ,19.65,20.3,19.5,19.55,19.75,19.8,19.93,22.85,15.0,"1,14,00,829","22,72,04,890.05","11,437"
20-Oct-2022,EQ,19.4,19.75,19.1,19.4,19.55,19.55,19.49,22.85,15.0,"49,71,696","9,69,11,260.60","6,236"
19-Oct-2022,EQ,19.25,19.75,19.2,19.1,19.45,19.4,19.46,22.85,15.0,"1,14,92,518","22,36,88,966.60","9,317"
18-Oct-2022,EQ,19.1,19.45,18.9,18.85,19.0,19.1,19.17,22.85,15.0,"1,30,38,728","24,99,27,168.95","14,054"
17-Oct-2022,EQ,18.0,19.0,17.95,17.95,18.95,18.85,18.7,22.85,15.0,"1,38,51,123","25,90,37,120.30","14,764"
14-Oct-2022,EQ,18.15,18.2,17.85,17.85,17.95,17.95,17.98,22.85,15.0,"18,19,513","3,27,18,151.40","2,581"
13-Oct-2022,EQ,18.0,18.05,17.7,18.05,17.85,17.85,17.86,22.85,15.0,"14,86,245","2,65,41,162.10","2,651"
12-Oct-2022,EQ,18.1,18.1,17.8,18.0,18.0,18.05,17.98,22.85,15.0,"14,05,624","2,52,66,483.60","2,654"
11-Oct-2022,EQ,18.2,18.35,17.95,18.15,18.0,18.0,18.1,22.85,15.0,"24,43,065","4,42,10,492.55","3,850"
10-Oct-2022,EQ,18.0,18.3,17.9,18.25,18.15,18.15,18.13,22.85,15.0,"19,51,256","3,53,83,885.45","3,354"
07-Oct-2022,EQ,18.4,18.45,18.1,18.45,18.3,18.25,18.23,22.85,15.0,"29,54,832","5,38,68,831.20","3,520"
06-Oct-2022,EQ,18.2,18.6,18.1,18.0,18.35,18.45,18.33,22.85,15.0,"31,14,903","5,71,11,210.45","4,228"
04-Oct-2022,EQ,18.0,18.4,17.85,17.55,18.1,18.0,18.15,22.85,15.0,"2,34,98,544","42,65,77,146.75","11,029"
03-Oct-2022,EQ,17.8,17.8,17.4,17.8,17.55,17.55,17.62,22.85,15.0,"16,08,467","2,83,38,030.70","3,726"
30-Sep-2022,EQ,17.55,17.9,17.25,17.45,17.8,17.8,17.63,22.85,15.0,"23,20,576","4,09,15,814.65","3,822"
29-Sep-2022,EQ,17.45,17.75,16.9,17.3,17.55,17.45,17.28,22.85,15.0,"40,51,089","7,00,01,487.85","5,276"
28-Sep-2022,EQ,17.5,17.65,17.2,17.55,17.3,17.3,17.43,22.85,15.0,"24,90,285","4,34,05,046.65","4,043"
27-Sep-2022,EQ,17.35,17.85,17.35,17.2,17.75,17.55,17.52,22.85,15.0,"20,89,023","3,65,95,515.90","3,763"
26-Sep-2022,EQ,18.0,18.1,17.05,18.15,17.3,17.2,17.38,22.85,15.0,"50,10,284","8,70,77,147.10","7,614"
23-Sep-2022,EQ,18.55,18.7,18.0,18.6,18.2,18.15,18.29,22.85,15.0,"33,74,344","6,17,25,980.35","4,097"
22-Sep-2022,EQ,18.55,18.8,18.35,18.6,18.7,18.6,18.57,22.85,15.0,"36,59,122","6,79,57,409.05","5,165"
21-Sep-2022,EQ,19.4,19.4,18.6,19.0,18.6,18.6,18.87,22.85,15.0,"37,19,250","7,01,96,809.55","4,625"
20-Sep-2022,EQ,18.9,19.25,18.85,18.75,18.9,19.0,19.05,22.85,15.0,"33,34,809","6,35,12,287.30","5,561"
19-Sep-2022,EQ,18.65,18.95,18.45,18.55,18.75,18.75,18.79,22.85,15.0,"31,74,282","5,96,54,336.65","4,563"
16-Sep-2022,EQ,19.5,19.6,18.5,19.6,18.6,18.55,18.96,22.85,15.0,"70,04,433","13,28,11,720.45","7,393"
15-Sep-2022,EQ,19.95,20.25,19.5,19.45,19.55,19.6,19.85,22.85,15.0,"93,07,778","18,47,51,068.20","8,925"
14-Sep-2022,EQ,18.55,19.75,18.5,18.75,19.45,19.45,19.32,22.85,15.0,"1,51,78,278","29,32,37,042.20","11,119"
13-Sep-2022,EQ,19.1,19.2,18.7,18.95,18.75,18.75,18.94,22.85,15.0,"34,24,895","6,48,59,389.95","4,533"
12-Sep-2022,EQ,18.85,19.0,18.7,18.7,18.9,18.95,18.9,22.85,15.0,"34,15,024","6,45,42,988.85","6,028"
09-Sep-2022,EQ,18.85,19.1,18.6,18.7,18.65,18.7,18.85,22.85,15.0,"43,51,320","8,20,05,138.25","4,794"
08-Sep-2022,EQ,18.6,18.9,18.5,18.4,18.75,18.7,18.72,22.85,15.0,"47,38,485","8,86,93,057.10","5,579"
07-Sep-2022,EQ,18.2,18.55,18.1,18.3,18.45,18.4,18.44,22.85,15.0,"26,74,276","4,93,13,955.70","3,214"
06-Sep-2022,EQ,18.2,18.75,18.0,18.0,18.25,18.3,18.39,22.85,15.0,"60,22,956","11,07,74,767.00","6,140"
05-Sep-2022,EQ,17.95,18.3,17.9,17.95,18.0,18.0,18.08,22.85,15.0,"25,74,437","4,65,43,618.80","4,078"
02-Sep-2022,EQ,18.25,18.3,17.95,18.15,18.0,17.95,18.09,22.85,15.0,"15,46,843","2,79,82,165.90","2,768"
01-Sep-2022,EQ,17.9,18.3,17.85,18.05,18.2,18.15,18.15,22.85,15.0,"18,96,244","3,44,10,802.90","3,037"
30-Aug-2022,EQ,18.1,18.3,18.0,17.95,18.1,18.05,18.13,22.85,15.0,"19,43,756","3,52,37,697.60","3,038"
29-Aug-2022,EQ,17.5,18.05,17.4,18.0,18.0,17.95,17.75,22.85,15.0,"21,30,555","3,78,17,503.30","4,019"
26-Aug-2022,EQ,18.1,18.45,17.9,17.95,18.1,18.0,18.15,22.85,15.0,"45,48,064","8,25,47,466.25","6,432"
25-Aug-2022,EQ,17.35,18.45,17.3,17.25,17.9,17.95,18.0,22.85,15.0,"1,00,02,134","18,00,29,499.75","9,415"
24-Aug-2022,EQ,17.15,17.35,17.05,17.25,17.35,17.25,17.19,22.85,15.0,"19,85,921","3,41,42,155.95","2,547"
23-Aug-2022,EQ,17.05,17.35,17.05,17.15,17.25,17.25,17.22,22.85,15.0,"16,94,881","2,91,78,826.40","2,341"
22-Aug-2022,EQ,17.4,17.75,17.1,17.45,17.2,17.15,17.26,22.85,15.0,"17,04,408","2,94,11,611.90","2,992"
19-Aug-2022,EQ,17.9,18.0,17.4,17.85,17.45,17.45,17.62,22.85,15.0,"17,98,890","3,16,89,890.50","3,328"
18-Aug-2022,EQ,17.8,18.25,17.6,17.9,17.85,17.85,17.98,22.85,15.0,"35,50,750","6,38,41,428.10","4,373"
17-Aug-2022,EQ,17.5,18.05,17.4,17.35,17.9,17.9,17.75,22.85,15.0,"42,36,486","7,52,13,221.30","4,634"
16-Aug-2022,EQ,17.4,17.5,17.3,17.25,17.45,17.35,17.41,22.85,15.0,"13,29,747","2,31,46,543.05","2,649"
12-Aug-2022,EQ,17.0,17.55,16.95,16.95,17.2,17.25,17.31,22.85,15.0,"30,87,159","5,34,24,566.55","3,915"
11-Aug-2022,EQ,17.1,17.3,16.9,16.95,16.95,16.95,17.08,22.85,15.0,"18,71,620","3,19,59,518.15","2,691"
10-Aug-2022,EQ,17.3,17.4,16.95,17.25,17.0,16.95,17.06,22.85,15.0,"13,79,122","2,35,22,589.25","2,867"
08-Aug-2022,EQ,17.3,17.55,17.15,17.3,17.3,17.25,17.36,22.85,15.0,"11,70,908","2,03,24,503.75","2,379"
05-Aug-2022,EQ,17.35,17.55,17.2,17.35,17.3,17.3,17.41,22.85,15.0,"13,65,201","2,37,73,164.00","2,246"
04-Aug-2022,EQ,17.7,17.8,17.3,17.65,17.4,17.35,17.54,22.85,15.0,"15,66,030","2,74,61,677.05","2,622"
03-Aug-2022,EQ,17.9,17.9,17.35,17.85,17.7,17.65,17.6,22.85,15.0,"23,78,515","4,18,67,934.45","3,099"
02-Aug-2022,EQ,17.05,18.3,17.05,17.15,17.75,17.85,17.79,22.85,15.0,"72,14,214","12,83,09,239.65","7,437"
01-Aug-2022,EQ,16.95,17.25,16.8,16.85,17.2,17.15,17.08,22.85,15.0,"24,29,266","4,15,02,799.10","3,602"
29-Jul-2022,EQ,16.8,16.9,16.75,16.75,16.8,16.85,16.83,23.4,15.0,"9,68,931","1,63,08,835.90","2,329"
28-Jul-2022,EQ,16.7,17.05,16.6,16.7,16.8,16.75,16.82,23.4,15.0,"19,56,370","3,29,02,538.80","2,565"
27-Jul-2022,EQ,16.55,16.75,16.5,16.6,16.7,16.7,16.64,23.4,15.0,"8,11,283","1,35,03,148.75","1,775"
26-Jul-2022,EQ,16.8,16.85,16.6,16.7,16.6,16.6,16.7,23.4,15.0,"9,66,407","1,61,42,951.10","2,050"
25-Jul-2022,EQ,17.15,17.2,16.65,17.2,16.7,16.7,16.81,23.4,15.0,"19,13,090","3,21,60,205.50","2,983"
22-Jul-2022,EQ,17.55,17.65,17.15,17.5,17.15,17.2,17.37,24.4,15.0,"27,61,144","4,79,73,928.75","3,485"
21-Jul-2022,EQ,17.1,17.55,16.95,17.05,17.45,17.5,17.27,24.4,15.0,"35,65,082","6,15,79,412.40","4,307"
20-Jul-2022,EQ,17.1,17.25,17.0,16.9,17.1,17.05,17.12,24.4,15.0,"38,95,911","6,66,92,021.45","4,217"
19-Jul-2022,EQ,16.65,17.0,16.6,16.65,16.9,16.9,16.86,24.4,15.0,"67,90,491","11,44,64,273.50","6,995"
18-Jul-2022,EQ,16.4,17.05,16.15,16.1,16.7,16.65,16.66,24.4,15.0,"1,18,26,848","19,70,58,204.75","9,741"
15-Jul-2022,EQ,16.05,16.15,15.9,15.9,16.1,16.1,16.03,24.75,15.0,"10,68,914","1,71,33,600.95","2,278"
